iteration, correct_C, correct_D, correct_L, correct_O, correct_P, correct_T, p_confidence_C, p_confidence_D, p_confidence_L, p_confidence_O, p_confidence_P, p_confidence_T, trajectory_C, trajectory_D, trajectory_L, trajectory_O, trajectory_P, trajectory_T
0 10 6 N,[0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 1.],[0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.      0.      0.      0.      0.      0.      0.45841 0.76081 0.93532 0.98103 0.99532 0.99912 0.99963 0.99976 0.99981 0.99983 0.99984 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985 0.99985],[0.      0.      0.      0.39171 0.68966 0.90845 0.97378 0.99275 0.9963  0.99753 0.99716 0.9979  0.99864 0.99865 0.99891 0.99883 0.99906 0.99903 0.99904 0.99909 0.99913 0.99921 0.9992  0.99922 0.9992  0.99918 0.9992  0.99916 0.99912 0.99914 0.99915 0.99907 0.99894 0.99893 0.99902 0.99889 0.99876 0.99889 0.9987  0.99877],[0.      0.      0.      0.41795 0.62928 0.83385 0.95679 0.9881  0.99398 0.99602 0.99694 0.9962  0.99702 0.99677 0.99761 0.99809 0.99799 0.9984  0.9986  0.99872 0.9988  0.99874 0.9988  0.99874 0.99879 0.99882 0.99889 0.99892 0.99894 0.99898 0.999   0.99901 0.99901 0.999   0.99896 0.99893 0.99896 0.99894 0.99897 0.99896],[0.26712 0.4121  0.50839 0.59279 0.8003  0.90771 0.9581  0.99207 0.99706 0.99766 0.99627 0.99684 0.99811 0.99745 0.99796 0.99814 0.99888 0.99881 0.99919 0.99936 0.99946 0.99969 0.9997  0.99981 0.99981 0.99981 0.99971 0.99965 0.99964 0.99945 0.99932 0.99929 0.99932 0.99958 0.99979 0.99986 0.99983 0.99987 0.99984 0.99989],[0.31393 0.4814  0.55202 0.51565 0.48667 0.46803 0.53942 0.5999  0.65223 0.6379  0.543   0.57583 0.66671 0.62795 0.66556 0.67646 0.74148 0.72964 0.75724 0.76573 0.7407  0.72203 0.72137 0.71415 0.72655 0.66367 0.68056 0.58998 0.4956  0.50564 0.48845 0.      0.      0.      0.      0.      0.      0.4072  0.39169 0.4796 ],[0.      0.      0.      0.      0.      0.76458 0.96858 0.9957  0.99933 0.99989 0.99995 0.99997 0.99997 0.99997 0.99997 0.99998 0.99998 0.99998 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.     ],['10 6 N' '10 7 T' '9 7 T' '8 7 T' '7 7 T' '6 7 T' '6 8 T' '5 8 T' '4 8 T' '3 8 T' '3 7 T' '2 7 T' '1 7 PT' '1 6 PT' '1 7 PT' '1 6 PT' '1 6 PT' '2 6 PT' '1 6 PT' '1 5 PT' '1 5 PT' '1 5 PT' '2 5 PT' '1 5 PT' '2 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 5 PT' '1 6 PT' '2 6 PT' '1 6 PT' '1 6 PT'],['10 6 N' '10 7 T' '9 7 T' '8 7 T' '8 8 T' '9 8 T' '10 8 T' '10 9 T' '10 10 DT' '10 10 DT' '10 10 DT' '9 10 DT' '9 10 DT' '9 9 DT' '9 10 DT' '9 9 DT' '8 9 DT' '9 9 DT' '8 9 DT' '8 9 DT' '8 9 DT' '8 9 DT' '9 9 DT' '8 9 DT' '9 9 DT' '8 9 DT' '8 9 DT' '8 9 DT' '8 9 DT' '8 9 DT' '8 9 DT' '8 9 DT' '7 9 DT' '7 8 DT' '7 8 DT' '7 8 DT' '6 8 DT' '6 8 DT' '7 8 DT' '6 8 DT' '6 8 DT'],['10 6 N' '10 7 T' '9 7 T' '8 7 T' '7 7 T' '7 8 T' '7 9 T' '6 9 T' '6 10 CT' '6 10 CT' '6 10 CT' '6 10 CT' '6 10 CT' '6 9 CT' '6 10 CT' '6 9 CT' '6 9 CT' '7 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '7 9 CT' '6 9 CT' '7 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 9 CT' '6 10 CT' '7 10 CT' '6 10 CT' '6 10 CT'],['10 6 N' '10 6 N' '10 5 N' '9 5 N' '9 4 N' '10 4 N' '10 4 N' '10 3 N' '10 2 L' '10 2 L' '10 3 L' '9 3 L' '9 3 L' '9 2 L' '9 3 L' '9 2 L' '9 2 L' '10 2 L' '9 2 L' '9 1 L' '9 1 L' '9 1 L' '10 1 L' '9 1 L' '10 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 2 L' '10 2 L' '9 2 L' '9 2 L'],['10 6 N' '10 7 T' '10 6 T' '10 6 T' '9 6 T' '9 6 T' '9 6 T' '10 6 T' '10 6 T' '10 6 T' '10 7 T' '9 7 T' '9 7 T' '9 6 T' '9 7 T' '9 6 T' '9 6 T' '10 6 T' '9 6 T' '9 5 T' '9 5 T' '9 4 T' '10 4 T' '9 4 T' '10 4 T' '9 4 T' '9 3 T' '9 3 T' '9 3 T' '9 3 T' '9 3 T' '9 3 T' '8 3 T' '8 2 T' '8 2 T' '8 2 T' '7 2 T' '7 3 T' '8 3 T' '7 3 T' '7 3 T'],['10 6 N' '10 6 N' '10 5 N' '9 5 N' '9 4 N' '9 3 N' '9 3 N' '8 3 N' '8 2 N' '8 1 N' '7 1 O' '6 1 O' '6 1 O' '6 1 O' '6 2 O' '6 1 O' '5 1 O' '6 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '6 1 O' '5 1 O' '6 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 2 O' '5 2 O' '4 2 O' '4 2 O']
1 4 4 N,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.2444  0.39345 0.72494 0.92138 0.98175 0.99613 0.99788 0.99851 0.99882 0.99869 0.99892 0.99872 0.99891 0.99882 0.99904 0.99921 0.99914 0.99932 0.99954 0.99963 0.99974 0.99975 0.99981 0.99982 0.99986 0.99989 0.99989 0.9999  0.99991 0.9999  0.99991 0.99992 0.99993 0.99993 0.99991 0.99991 0.99991 0.99988 0.99989 0.99988],[0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.78864 0.97827 0.99851 0.99991 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.     ],[0.      0.      0.      0.      0.      0.      0.      0.49819 0.78131 0.87722 0.97439 0.9802  0.98988 0.99025 0.99436 0.99644 0.99615 0.99778 0.9986  0.99906 0.99934 0.99921 0.99944 0.9993  0.99948 0.99957 0.99973 0.99979 0.99984 0.99989 0.99991 0.99993 0.99995 0.99993 0.99988 0.99984 0.99987 0.99984 0.99988 0.99985],[0.      0.      0.      0.      0.5964  0.89303 0.97567 0.99674 0.99895 0.99924 0.99906 0.99924 0.99952 0.9994  0.9995  0.99954 0.99969 0.99967 0.99975 0.99979 0.99982 0.99988 0.99988 0.99991 0.99991 0.99991 0.99988 0.99986 0.99986 0.9998  0.99977 0.99976 0.99977 0.99984 0.9999  0.99992 0.99991 0.99992 0.99991 0.99993],[0.      0.      0.      0.34222 0.409   0.4575  0.55578 0.7894  0.95838 0.99479 0.99736 0.99869 0.99936 0.99933 0.99948 0.99952 0.99967 0.99965 0.9997  0.99969 0.99963 0.99935 0.99951 0.9993  0.99955 0.9994  0.99964 0.99981 0.99983 0.99983 0.99979 0.99975 0.99963 0.99961 0.99967 0.99958 0.99971 0.99982 0.99982 0.99986],[0.21975 0.31289 0.53594 0.63944 0.87312 0.9833  0.9987  0.99969 0.99987 0.99989 0.99993 0.99993 0.99995 0.99995 0.99996 0.99998 0.99998 0.99998 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.     ],['4 4 N' '4 5 N' '4 6 N' '3 6 N' '2 6 N' '1 6 N' '1 7 P' '2 7 P' '2 7 P' '2 7 P' '2 8 P' '1 8 P' '1 8 P' '1 7 P' '1 8 P' '1 7 P' '1 7 P' '2 7 P' '1 7 P' '1 6 P' '1 6 P' '1 5 P' '2 5 P' '1 5 P' '2 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 5 P' '1 6 P' '2 6 P' '1 6 P' '1 6 P'],['4 4 N' '4 5 N' '4 6 N' '4 6 N' '5 6 N' '6 6 N' '6 7 N' '7 7 N' '7 8 N' '7 9 N' '7 10 N' '7 10 N' '7 10 N' '8 10 N' '9 10 N' '9 10 N' '10 10 D' '10 10 D' '9 10 D' '9 9 D' '9 9 D' '9 9 D' '10 9 D' '9 9 D' '10 9 D' '9 9 D' '9 9 D' '9 9 D' '9 9 D' '9 9 D' '9 9 D' '9 9 D' '8 9 D' '8 9 D' '8 9 D' '8 9 D' '7 9 D' '7 10 D' '8 10 D' '7 10 D' '7 10 D'],['4 4 N' '4 5 N' '4 6 N' '4 6 N' '5 6 N' '6 6 N' '6 7 N' '7 7 N' '7 8 N' '7 9 N' '7 10 N' '6 10 C' '6 10 C' '6 9 C' '6 10 C' '6 9 C' '6 9 C' '7 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '7 9 C' '6 9 C' '7 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 9 C' '6 10 C' '7 10 C' '6 10 C' '6 10 C'],['4 4 N' '5 4 N' '6 4 N' '6 3 N' '7 3 N' '8 3 N' '9 3 N' '10 3 N' '10 2 L' '10 2 L' '10 3 L' '9 3 L' '9 3 L' '9 2 L' '9 3 L' '9 2 L' '9 2 L' '10 2 L' '9 2 L' '9 1 L' '9 1 L' '9 1 L' '10 1 L' '9 1 L' '10 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 1 L' '9 2 L' '10 2 L' '9 2 L' '9 2 L'],['4 4 N' '4 5 N' '4 6 N' '4 6 N' '5 6 N' '6 6 N' '6 7 N' '7 7 N' '8 7 N' '9 7 N' '10 7 T' '9 7 T' '9 7 T' '9 6 T' '9 7 T' '9 6 T' '9 6 T' '10 6 T' '9 6 T' '9 5 T' '9 5 T' '9 4 T' '10 4 T' '9 4 T' '10 4 T' '9 4 T' '9 3 T' '9 3 T' '9 3 T' '9 3 T' '9 3 T' '9 3 T' '8 3 T' '8 2 T' '8 2 T' '8 2 T' '7 2 T' '7 3 T' '8 3 T' '7 3 T' '7 3 T'],['4 4 N' '5 4 N' '6 4 N' '6 3 N' '7 3 N' '7 2 N' '7 2 N' '7 1 O' '7 1 O' '7 1 O' '7 2 O' '6 2 O' '6 2 O' '6 1 O' '6 2 O' '6 1 O' '5 1 O' '6 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '6 1 O' '5 1 O' '6 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '5 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 2 O' '5 2 O' '4 2 O' '4 2 O']
2 7 1 O,[0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[0.      0.      0.      0.      0.48584 0.60534 0.79643 0.8993  0.97393 0.99082 0.99789 0.9997  0.99991 0.99995 0.99996 0.99997 0.99997 0.99997 0.99998 0.99998 0.99998 0.99998 0.99998 0.99998 0.99998 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 0.99998 0.99999 0.99998],[0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.60111 0.87671 0.97932 0.99745 0.99964 0.99993 0.99998 0.99999 0.99999 0.99999 0.99998 0.99999 0.99998 0.99998 0.99998 0.99996 0.99995 0.99995 0.99995 0.99992 0.9998  0.99922 0.99627 0.99557 0.99677 0.99554 0.99698 0.99591],[0.      0.      0.2273  0.29833 0.39656 0.50057 0.60955 0.73582 0.88421 0.95751 0.99125 0.99745 0.99909 0.99949 0.99979 0.99989 0.9999  0.99995 0.99997 0.99998 0.99999 0.99998 0.99999 0.99999 0.99999 0.99999 0.99999 0.99999 1.      1.      1.      1.      1.      1.      1.      1.      1.      0.99999 1.      0.99999],[0.19431 0.25165 0.40144 0.57888 0.70793 0.88199 0.96908 0.99578 0.99861 0.99902 0.9989  0.99911 0.9994  0.99928 0.99938 0.99941 0.99956 0.99953 0.99962 0.99966 0.99969 0.99975 0.99976 0.99979 0.99979 0.99979 0.99976 0.99973 0.99973 0.99966 0.99962 0.99961 0.99961 0.9997  0.99977 0.9998  0.99978 0.9998  0.99979 0.99981],[0.      0.      0.      0.      0.      0.51855 0.85812 0.94611 0.964   0.99029 0.99304 0.9959  0.99784 0.99761 0.99814 0.9983  0.99884 0.99877 0.99901 0.99907 0.99912 0.99885 0.99908 0.99883 0.99916 0.99901 0.99931 0.99955 0.9996  0.99949 0.99935 0.99936 0.99948 0.99953 0.99956 0.9996  0.99955 0.99952 0.99951 0.9995 ],[0.      0.17557 0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.33553 0.37405 0.40774 0.43882 0.45488 0.49771 0.51724 0.56221 0.59693 0.57533 0.57328 0.58494 0.54803 0.53652 0.54207 0.55496 0.58723 0.61508 0.63574 0.60794 0.57842 0.58932 0.58077],['7 1 O' '7 2 O' '7 3 O' '6 3 O' '6 4 O' '5 4 O' '5 5 O' '4 5 O' '4 6 O' '3 6 O' '3 7 O' '2 7 O' '1 7 PO' '1 6 PO' '1 7 PO' '1 6 PO' '1 6 PO' '2 6 PO' '1 6 PO' '1 5 PO' '1 5 PO' '1 5 PO' '2 5 PO' '1 5 PO' '2 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 5 PO' '1 6 PO' '2 6 PO' '1 6 PO' '1 6 PO'],['7 1 O' '7 2 O' '6 2 O' '6 2 O' '6 3 O' '6 4 O' '6 5 O' '7 5 O' '7 6 O' '7 7 O' '7 8 O' '7 8 O' '7 8 O' '8 8 O' '9 8 O' '9 8 O' '10 8 O' '10 9 O' '10 10 DO' '10 9 DO' '10 9 DO' '10 8 DO' '10 8 DO' '9 8 DO' '10 8 DO' '9 8 DO' '9 8 DO' '9 8 DO' '9 8 DO' '9 8 DO' '9 8 DO' '9 8 DO' '8 8 DO' '8 7 DO' '8 7 DO' '8 7 DO' '7 7 DO' '7 8 DO' '8 8 DO' '7 8 DO' '7 8 DO'],['7 1 O' '7 2 O' '7 3 O' '6 3 O' '6 4 O' '7 4 O' '7 5 O' '7 6 O' '7 7 O' '7 8 O' '7 9 O' '6 9 O' '6 9 O' '6 10 CO' '6 10 CO' '6 9 CO' '6 9 CO' '7 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '7 9 CO' '6 9 CO' '7 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 9 CO' '6 10 CO' '7 10 CO' '6 10 CO' '6 10 CO'],['7 1 O' '7 2 O' '7 3 O' '7 3 O' '8 3 O' '9 3 O' '9 3 O' '10 3 O' '10 2 LO' '10 2 LO' '10 3 LO' '9 3 LO' '9 3 LO' '9 2 LO' '9 3 LO' '9 2 LO' '9 2 LO' '10 2 LO' '9 2 LO' '9 1 LO' '9 1 LO' '9 1 LO' '10 1 LO' '9 1 LO' '10 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 1 LO' '9 2 LO' '10 2 LO' '9 2 LO' '9 2 LO'],['7 1 O' '7 2 O' '7 3 O' '7 3 O' '8 3 O' '9 3 O' '9 4 O' '9 5 O' '9 6 O' '9 7 O' '10 7 TO' '9 7 TO' '9 7 TO' '9 6 TO' '9 7 TO' '9 6 TO' '9 6 TO' '10 6 TO' '9 6 TO' '9 5 TO' '9 5 TO' '9 4 TO' '10 4 TO' '9 4 TO' '10 4 TO' '9 4 TO' '9 3 TO' '9 3 TO' '9 3 TO' '9 3 TO' '9 3 TO' '9 3 TO' '8 3 TO' '8 2 TO' '8 2 TO' '8 2 TO' '7 2 TO' '7 3 TO' '8 3 TO' '7 3 TO' '7 3 TO'],['7 1 O' '7 2 O' '7 1 O' '7 1 O' '6 1 O' '5 1 O' '5 1 O' '6 1 O' '6 1 O' '6 1 O' '6 2 O' '5 2 O' '5 2 O' '5 1 O' '5 2 O' '5 1 O' '4 1 O' '5 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '5 1 O' '4 1 O' '5 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 1 O' '4 2 O' '5 2 O' '4 2 O' '4 2 O']
