key,average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.516,0.628,0.672,0.728,0.784,0.84,0.876,0.888,0.916,0.932,0.952,0.976,0.98,0.984,0.984,0.984,0.992,0.992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_D,0.16,0.268,0.324,0.392,0.432,0.512,0.54,0.604,0.628,0.636,0.636,0.652,0.664,0.688,0.732,0.752,0.744,0.736,0.776,0.796,0.804,0.824,0.82,0.84,0.832,0.844,0.84,0.836,0.856,0.86,0.864,0.876,0.892,0.904,0.9,0.9,0.9,0.908,0.916,0.924,0.924,0.928,0.924,0.924,0.932,0.94,0.94,0.94,0.944,0.944,0.944,0.944,0.944,0.952,0.948,0.944,0.944,0.944,0.944,0.956
 correct_L,0.496,0.628,0.756,0.808,0.844,0.888,0.92,0.964,0.968,0.976,0.992,0.996,1,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_O,0.172,0.26,0.32,0.384,0.424,0.472,0.508,0.552,0.552,0.592,0.644,0.668,0.656,0.692,0.724,0.736,0.76,0.784,0.8,0.816,0.816,0.82,0.86,0.864,0.872,0.88,0.888,0.884,0.892,0.908,0.916,0.912,0.928,0.928,0.932,0.932,0.932,0.936,0.944,0.944,0.948,0.944,0.932,0.94,0.956,0.956,0.952,0.952,0.952,0.956,0.956,0.96,0.96,0.956,0.956,0.96,0.964,0.968,0.972,0.976
 correct_P,0.42,0.568,0.692,0.772,0.844,0.88,0.94,0.952,0.96,0.96,0.968,0.976,0.98,0.984,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 correct_T,0.384,0.504,0.608,0.708,0.768,0.812,0.852,0.876,0.908,0.936,0.932,0.952,0.972,0.968,0.98,0.984,0.988,0.996,1,1,0.996,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 p_confidence_C,0.13467,0.23223,0.3273,0.42278,0.51818,0.60201,0.67526,0.72761,0.78011,0.82186,0.85746,0.89677,0.92041,0.93758,0.94829,0.95606,0.96592,0.9706,0.98103,0.98587,0.98951,0.99131,0.99233,0.99322,0.99374,0.99393,0.9955,0.99701,0.99785,0.99854,0.99866,0.99894,0.99905,0.99909,0.99924,0.9994,0.99947,0.99942,0.99954,0.99966,0.99978,0.99982,0.99989,0.9999,0.99994,0.99996,0.99996,0.99997,0.99997,0.99997,0.99997,0.99997,0.99997,0.99996,0.99993,0.99988,0.99985,0.99994,0.99996,0.99998
 p_confidence_D,0.04118,0.09704,0.15443,0.21596,0.26188,0.32152,0.3563,0.40518,0.43623,0.46112,0.47763,0.50096,0.52638,0.55507,0.58993,0.61565,0.63351,0.64434,0.67487,0.69671,0.71178,0.72953,0.73696,0.75325,0.75339,0.76629,0.76921,0.77601,0.79233,0.80017,0.80871,0.81767,0.83534,0.84689,0.85181,0.85991,0.86807,0.87628,0.88519,0.89233,0.89349,0.89826,0.8976,0.8978,0.90652,0.91408,0.91879,0.92,0.92224,0.9212,0.9204,0.92099,0.92412,0.93138,0.93204,0.9298,0.93072,0.93217,0.93211,0.93975
 p_confidence_L,0.12382,0.2247,0.34057,0.44658,0.54089,0.62692,0.70053,0.77231,0.82461,0.86731,0.90366,0.93268,0.95485,0.9676,0.97716,0.984,0.98836,0.99239,0.9945,0.99605,0.9971,0.99763,0.99861,0.99905,0.99934,0.99949,0.99967,0.99978,0.99985,0.99989,0.99991,0.99994,0.99995,0.99995,0.99995,0.99997,0.99998,0.99999,0.99999,0.99999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 p_confidence_O,0.04816,0.09894,0.14354,0.19589,0.23179,0.27609,0.31907,0.36323,0.38247,0.4194,0.46117,0.49466,0.50816,0.5442,0.58134,0.60908,0.63944,0.66477,0.68617,0.70869,0.71984,0.73156,0.76151,0.76953,0.77963,0.79369,0.80458,0.81487,0.82665,0.84034,0.84981,0.85313,0.8686,0.87378,0.88204,0.88963,0.8926,0.89754,0.90224,0.90484,0.90921,0.90945,0.90683,0.91361,0.92371,0.92474,0.92408,0.92466,0.92615,0.93052,0.934,0.93781,0.94012,0.93868,0.94097,0.94425,0.94711,0.94992,0.95293,0.95671
 p_confidence_P,0.09849,0.18259,0.28163,0.38742,0.48164,0.56327,0.6563,0.72493,0.78086,0.82282,0.86174,0.89166,0.91779,0.93513,0.95489,0.96439,0.97592,0.98398,0.98927,0.99273,0.99503,0.99615,0.99752,0.99842,0.99883,0.99919,0.9994,0.99957,0.99971,0.99977,0.99985,0.9999,0.99994,0.99996,0.99997,0.99998,0.99999,0.99999,0.99999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 p_confidence_T,0.09955,0.17993,0.27313,0.37494,0.46444,0.546,0.62426,0.68979,0.74763,0.79548,0.82838,0.86927,0.9015,0.91385,0.93125,0.94565,0.95589,0.9663,0.97424,0.97997,0.98253,0.9854,0.98713,0.99089,0.99372,0.99492,0.99612,0.99711,0.99791,0.99826,0.99867,0.99902,0.99941,0.99961,0.99977,0.99989,0.99995,0.99996,0.99996,0.99996,0.99998,0.99998,0.99998,0.99999,0.99999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,std_err,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 correct_C,0.03161,0.03057,0.02969,0.02814,0.02603,0.02319,0.02084,0.01995,0.01754,0.01592,0.01352,0.00968,0.00885,0.00794,0.00794,0.00794,0.00563,0.00563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_D,0.02319,0.02801,0.0296,0.03088,0.03133,0.03161,0.03152,0.03093,0.03057,0.03043,0.03043,0.03013,0.02987,0.0293,0.02801,0.02731,0.0276,0.02788,0.02637,0.02549,0.02511,0.02409,0.0243,0.02319,0.02365,0.02295,0.02319,0.02342,0.0222,0.02195,0.02168,0.02084,0.01963,0.01863,0.01897,0.01897,0.01897,0.01828,0.01754,0.01676,0.01676,0.01635,0.01676,0.01676,0.01592,0.01502,0.01502,0.01502,0.01454,0.01454,0.01454,0.01454,0.01454,0.01352,0.01404,0.01454,0.01454,0.01454,0.01454,0.01297
 correct_L,0.03162,0.03057,0.02716,0.02491,0.02295,0.01995,0.01716,0.01178,0.01113,0.00968,0.00563,0.00399,0,0.00399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 correct_O,0.02387,0.02774,0.0295,0.03076,0.03126,0.03157,0.03162,0.03145,0.03145,0.03108,0.03028,0.02978,0.03004,0.0292,0.02827,0.02788,0.02701,0.02603,0.0253,0.02451,0.02451,0.0243,0.02195,0.02168,0.02113,0.02055,0.01995,0.02025,0.01963,0.01828,0.01754,0.01792,0.01635,0.01635,0.01592,0.01592,0.01592,0.01548,0.01454,0.01454,0.01404,0.01454,0.01592,0.01502,0.01297,0.01297,0.01352,0.01352,0.01352,0.01297,0.01297,0.01239,0.01239,0.01297,0.01297,0.01239,0.01178,0.01113,0.01043,0.00968
